,Year_Factor,floor_area,year_built,energy_star_rating,ELEVATION,january_min_temp,january_avg_temp,january_max_temp,february_min_temp,february_avg_temp,february_max_temp,march_min_temp,march_avg_temp,march_max_temp,april_min_temp,april_avg_temp,april_max_temp,may_min_temp,may_avg_temp,may_max_temp,june_min_temp,june_avg_temp,june_max_temp,july_min_temp,july_avg_temp,july_max_temp,august_min_temp,august_avg_temp,august_max_temp,september_min_temp,september_avg_temp,september_max_temp,october_min_temp,october_avg_temp,october_max_temp,november_min_temp,november_avg_temp,november_max_temp,december_min_temp,december_avg_temp,december_max_temp,cooling_degree_days,heating_degree_days,precipitation_inches,snowfall_inches,snowdepth_inches,avg_temp,days_below_30F,days_below_20F,days_below_10F,days_below_0F,days_above_80F,days_above_90F,days_above_100F,days_above_110F,direction_max_wind_speed,direction_peak_wind_speed,max_wind_speed,days_with_fog,ohe_State_Factor_State_1,ohe_State_Factor_State_10,ohe_State_Factor_State_11,ohe_State_Factor_State_2,ohe_State_Factor_State_4,ohe_State_Factor_State_6,ohe_State_Factor_State_8,ohe_facility_type_2to4_Unit_Building,ohe_facility_type_5plus_Unit_Building,ohe_facility_type_Commercial_Other,ohe_facility_type_Commercial_Unknown,ohe_facility_type_Data_Center,ohe_facility_type_Education_College_or_university,ohe_facility_type_Education_Other_classroom,ohe_facility_type_Education_Preschool_or_daycare,ohe_facility_type_Education_Uncategorized,ohe_facility_type_Food_Sales,ohe_facility_type_Food_Service_Other,ohe_facility_type_Food_Service_Restaurant_or_cafeteria,ohe_facility_type_Food_Service_Uncategorized,ohe_facility_type_Grocery_store_or_food_market,ohe_facility_type_Health_Care_Inpatient,ohe_facility_type_Health_Care_Outpatient_Clinic,ohe_facility_type_Health_Care_Outpatient_Uncategorized,ohe_facility_type_Health_Care_Uncategorized,ohe_facility_type_Industrial,ohe_facility_type_Laboratory,ohe_facility_type_Lodging_Dormitory_or_fraternity_sorority,ohe_facility_type_Lodging_Hotel,ohe_facility_type_Lodging_Other,ohe_facility_type_Lodging_Uncategorized,ohe_facility_type_Mixed_Use_Commercial_and_Residential,ohe_facility_type_Mixed_Use_Predominantly_Commercial,ohe_facility_type_Mixed_Use_Predominantly_Residential,ohe_facility_type_Multifamily_Uncategorized,ohe_facility_type_Nursing_Home,ohe_facility_type_Office_Bank_or_other_financial,ohe_facility_type_Office_Medical_non_diagnostic,ohe_facility_type_Office_Mixed_use,ohe_facility_type_Office_Uncategorized,ohe_facility_type_Parking_Garage,ohe_facility_type_Public_Assembly_Drama_theater,ohe_facility_type_Public_Assembly_Entertainment_culture,ohe_facility_type_Public_Assembly_Library,ohe_facility_type_Public_Assembly_Movie_Theater,ohe_facility_type_Public_Assembly_Other,ohe_facility_type_Public_Assembly_Recreation,ohe_facility_type_Public_Assembly_Social_meeting,ohe_facility_type_Public_Assembly_Stadium,ohe_facility_type_Public_Assembly_Uncategorized,ohe_facility_type_Public_Safety_Courthouse,ohe_facility_type_Public_Safety_Fire_or_police_station,ohe_facility_type_Public_Safety_Penitentiary,ohe_facility_type_Public_Safety_Uncategorized,ohe_facility_type_Religious_worship,ohe_facility_type_Retail_Enclosed_mall,ohe_facility_type_Retail_Strip_shopping_mall,ohe_facility_type_Retail_Uncategorized,ohe_facility_type_Retail_Vehicle_dealership_showroom,ohe_facility_type_Service_Drycleaning_or_Laundry,ohe_facility_type_Service_Uncategorized,ohe_facility_type_Service_Vehicle_service_repair_shop,ohe_facility_type_Warehouse_Distribution_or_Shipping_center,ohe_facility_type_Warehouse_Nonrefrigerated,ohe_facility_type_Warehouse_Refrigerated,ohe_facility_type_Warehouse_Selfstorage,ohe_facility_type_Warehouse_Uncategorized,ohe_building_class_Commercial,ohe_building_class_Residential,State_Factor,building_class,facility_type,te_State_Factor,te_building_class,te_facility_type,min_temp,max_temp,std_temp,skew_temp,min_winter_temp,max_winter_temp,avg_winter_temp,std_winter_temp,skew_winter_temp,min_spring_temp,max_spring_temp,avg_spring_temp,std_spring_temp,skew_spring_temp,min_summer_temp,max_summer_temp,avg_summer_temp,std_summer_temp,skew_summer_temp,min_autumn_temp,max_autumn_temp,avg_autumn_temp,std_autumn_temp,skew_autumn_temp,month_cooling_degree_days,month_heating_degree_days,building_area,floor_energy_star_rating
74573,4.0,60160.0,1919.0,65.71428571428571,12.2,3.0,29.25806452,62.0,14.0,33.48076923,63.0,10.0,38.01612903,69.0,33.0,55.33333333,84.0,47.0,65.96774194,90.0,53.0,75.4,96.0,62.0,78.53225806,95.0,59.0,75.38709677,92.0,51.0,71.2,94.0,40.0,61.09677419,80.0,22.0,44.21666667,71.0,26.0,41.27419355,64.0,1437.0,4614.0,48.82,42.1,119.0,56.896484171351354,65.0,26.0,4.0,0.0,93.0,20.0,0,0,96.42857142857144,103.57142857142856,6.6571428571428575,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,0,45,87.41601816968577,85.75523889289686,170.90489160756758,3.0,96.0,24.77540972900448,-0.3253936624448243,3.0,64.0,37.33478081111111,22.15170020836004,-0.06343680606659487,10.0,90.0,54.70191158888889,25.60042635677525,-0.2985508483935506,53.0,96.0,76.25770609222222,96.0,96.0,22.0,94.0,59.39038231777777,22.289043892581613,-0.14834437193411992,119.75,384.5,733952.0,5.386416861826698
25909,5.0,199873.0,1970.0,32.0,3.4,8.0,29.85483871,56.0,2.0,23.94642857,43.0,12.0,38.09677419,62.0,32.0,54.25,80.0,48.0,68.51612903,88.0,50.0,71.18333333,90.0,64.0,78.79032258,96.0,63.0,78.96774194,95.0,56.0,74.45,97.0,35.0,58.04838710000001,78.0,32.0,52.78333333,74.0,34.0,50.77419355,72.0,1581.0,4460.0,40.97,49.1,463.0,56.851272939729725,63.0,34.0,9.0,0.0,106.0,12.0,0,0,310.0,350.0,19.2,111.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0,21,87.48101164509963,85.75523889289686,104.93499688518065,2.0,97.0,24.77556576727112,-0.3503520957298711,2.0,72.0,35.50838453666667,22.605732720587138,0.01401002521168115,12.0,88.0,53.651433691111116,24.089934638076095,-0.2720896862236899,50.0,96.0,76.32682198333333,96.0,96.0,32.0,97.0,61.92019115888888,21.05204076793168,0.0643207311362598,131.75,371.6666666666667,679568.2,9.411764705882353
53781,2.0,86527.0,1959.0,62.142857142857146,3.4,13.0,37.32258065,62.0,20.0,40.87931034,62.0,25.0,50.93548387,78.0,38.0,54.76666667,88.0,49.0,65.09677419,89.0,51.0,70.98333333,94.0,61.0,78.75806452,100.0,61.0,76.69354839,91.0,53.0,68.8,91.0,38.0,58.04838710000001,78.0,31.0,43.86666667,66.0,28.0,41.46774194,62.0,1277.0,3978.0,38.51,9.6,10.0,58.75634264567568,22.0,5.0,0.0,0.0,72.0,17.0,0,0,1.0,1.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1,27,87.48101164509963,80.24095741149327,83.8785215244993,13.0,100.0,22.05943519058774,-0.06481568040189688,13.0,62.0,40.741070325555555,18.473472062681697,-0.0906434880831872,25.0,89.0,59.75543608111111,22.11897385154872,-0.008389770539664219,51.0,100.0,76.04832736,100.0,100.0,31.0,91.0,58.635005974444454,19.428601207498552,0.2042983024162746,106.41666666666667,331.5,294191.8,18.27731092436975
32513,5.0,750000.0,1921.0,90.0,21.3,8.0,29.85483871,56.0,2.0,23.94642857,43.0,12.0,38.09677419,62.0,32.0,54.25,80.0,48.0,68.51612903,88.0,50.0,71.18333333,90.0,64.0,78.79032258,96.0,63.0,78.96774194,95.0,56.0,74.45,97.0,35.0,58.04838710000001,78.0,32.0,52.78333333,74.0,34.0,50.77419355,72.0,1581.0,4460.0,40.97,49.1,463.0,56.851272939729725,63.0,34.0,9.0,0.0,106.0,12.0,0,0,184.7142857142857,140.57142857142858,10.2,108.85714285714286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0,32,87.48101164509963,85.75523889289686,77.07438919707529,2.0,97.0,24.77556576727112,-0.3503520957298711,2.0,72.0,35.50838453666667,22.605732720587138,0.01401002521168115,12.0,88.0,53.651433691111116,24.089934638076095,-0.2720896862236899,50.0,96.0,76.32682198333333,96.0,96.0,32.0,97.0,61.92019115888888,21.05204076793168,0.0643207311362598,131.75,371.6666666666667,15975000.0,4.225352112676056
57329,3.0,101627.0,1901.0,73.42857142857143,25.6,11.0,35.08064516,61.0,17.0,33.91071429,55.0,27.0,40.14516129,59.0,33.0,52.98333333,82.0,42.0,62.79032258,90.0,53.0,72.65,92.0,64.0,79.83870968,98.0,59.0,74.59677419,90.0,47.0,67.86666667,96.0,40.0,60.19354839,86.0,23.0,45.25,70.0,19.0,38.54838710000001,71.0,1272.0,4670.0,46.32,29.6,64.0,56.873069668918916,50.0,11.0,0.0,0.0,75.0,11.0,0,0,1.0,1.0,1.0,93.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1,27,87.48101164509963,80.24095741149327,83.8785215244993,11.0,98.0,23.549610898142628,-0.056041303768470385,11.0,71.0,37.94886072777778,20.807216541637715,0.31492930111155165,27.0,90.0,54.32431302222222,21.471822603795815,0.5274832243900417,53.0,98.0,75.89838709666667,98.0,98.0,23.0,96.0,59.47891278444445,23.1490837251181,0.10834429217108878,106.0,389.1666666666667,2601651.2,2.868303571428571
62631,6.0,137376.0,1950.0,60.0,3.4,11.0,34.45161289999999,59.0,-1.0,37.70689655,61.0,26.0,48.87096774,79.0,26.0,53.33333333,82.0,43.0,62.79032258,92.0,52.0,72.25,88.0,63.0,78.67741935,96.0,61.0,79.17741935,96.0,54.0,71.8,91.0,38.0,58.75806452,85.0,34.0,49.76666667,72.0,17.0,38.33870968,60.0,1489.0,4252.0,42.17,36.0,101.0,57.51722323405405,40.0,11.0,2.0,1.0,96.0,17.0,0,0,1.0,1.0,1.0,136.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1,27,87.48101164509963,80.24095741149327,83.8785215244993,-1.0,96.0,24.441408804330617,-0.3766807334726296,-1.0,61.0,35.27746879222222,22.61382900819557,-0.31457705680250436,26.0,92.0,56.999402627777776,23.887898197418355,0.07590340150518075,52.0,96.0,76.23387096666666,96.0,96.0,34.0,91.0,61.591636798888885,19.839051594907378,0.08649469664631519,124.08333333333333,354.3333333333333,467078.39999999997,17.647058823529413
20699,6.0,289267.0,1960.0,36.0,198.1,-2.0,25.16666667,50.0,2.0,29.71153846,65.0,12.0,44.51612903,73.0,23.0,49.01724138,88.0,38.0,61.93333333,94.0,42.0,73.4,97.0,54.0,77.4516129,96.0,54.0,77.88709677,98.0,48.0,70.93103448,96.0,34.0,57.75806452,83.0,20.0,47.11666667,76.0,-9.0,24.62903226,54.0,1390.0,5436.0,42.89,27.3,154.0,53.48867812324325,92.0,42.0,19.0,6.0,113.0,40.0,0,0,142.0,146.28571428571428,8.028571428571428,178.14285714285714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1,27,95.19929092970418,80.24095741149327,83.8785215244993,-9.0,98.0,29.209616217130733,-0.2858057996434053,-9.0,65.0,26.611915265555556,26.170067711254326,0.057673861107719104,12.0,94.0,53.718522637777774,28.006687603625785,0.05128162378427542,42.0,98.0,74.41541218555555,98.0,98.0,20.0,96.0,59.20064063,24.458493638636195,-0.10706600353289304,115.83333333333333,453.0,57303792.699999996,0.1817264008076729
66404,4.0,190666.0,1951.0,98.0,3.4,4.0,28.59677419,58.0,9.0,31.625,56.0,13.0,37.66129032,66.0,31.0,52.33333333,77.0,49.0,64.0,86.0,55.0,72.45,89.0,63.0,76.14516129,91.0,61.0,74.51612903,90.0,52.0,69.73333333,92.0,42.0,59.62903226,77.0,22.0,45.3,69.0,24.0,40.51612903,65.0,1128.0,4875.0,53.79,50.0,377.0,55.35155547675676,66.0,24.0,7.0,0.0,75.0,4.0,0,0,1.0,1.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1,27,87.48101164509963,80.24095741149327,83.8785215244993,4.0,92.0,23.6438079364144,-0.41413833075127954,4.0,65.0,35.19310035777778,21.53626016604291,-0.04107165682324514,13.0,86.0,52.88829151666667,23.158713667939807,-0.30529300158610234,55.0,91.0,74.67903225777778,91.0,91.0,22.0,92.0,58.74026284333334,20.984169495842664,-0.20401343285659188,94.0,406.25,648264.4,28.823529411764707
66709,3.0,197662.0,1953.0,65.85714285714286,9.1,11.0,35.08064516,61.0,17.0,33.91071429,55.0,27.0,40.14516129,59.0,33.0,52.98333333,82.0,42.0,62.79032258,90.0,53.0,72.65,92.0,64.0,79.83870968,98.0,59.0,74.59677419,90.0,47.0,67.86666667,96.0,40.0,60.19354839,86.0,23.0,45.25,70.0,19.0,38.54838710000001,71.0,1272.0,4670.0,46.32,29.6,64.0,56.873069668918916,50.0,11.0,0.0,0.0,75.0,11.0,0,0,1.0,1.0,1.0,101.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1,27,87.48101164509963,80.24095741149327,83.8785215244993,11.0,98.0,23.549610898142628,-0.056041303768470385,11.0,71.0,37.94886072777778,20.807216541637715,0.31492930111155165,27.0,90.0,54.32431302222222,21.471822603795815,0.5274832243900417,53.0,98.0,75.89838709666667,98.0,98.0,23.0,96.0,59.47891278444445,23.1490837251181,0.10834429217108878,106.0,389.1666666666667,1798724.2,7.237048665620095
57773,4.0,104175.0,1975.0,15.0,3.4,4.0,28.59677419,58.0,9.0,31.625,56.0,13.0,37.66129032,66.0,31.0,52.33333333,77.0,49.0,64.0,86.0,55.0,72.45,89.0,63.0,76.14516129,91.0,61.0,74.51612903,90.0,52.0,69.73333333,92.0,42.0,59.62903226,77.0,22.0,45.3,69.0,24.0,40.51612903,65.0,1128.0,4875.0,53.79,50.0,377.0,55.35155547675676,66.0,24.0,7.0,0.0,75.0,4.0,0,0,1.0,1.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1,27,87.48101164509963,80.24095741149327,83.8785215244993,4.0,92.0,23.6438079364144,-0.41413833075127954,4.0,65.0,35.19310035777778,21.53626016604291,-0.04107165682324514,13.0,86.0,52.88829151666667,23.158713667939807,-0.30529300158610234,55.0,91.0,74.67903225777778,91.0,91.0,22.0,92.0,58.74026284333334,20.984169495842664,-0.20401343285659188,94.0,406.25,354195.0,4.411764705882353
17346,5.0,74410.0,1962.0,43.0,189.0,-10.0,20.80645161,43.0,-9.0,14.28571429,41.0,-6.0,33.70967742,75.0,28.0,50.66666667,78.0,37.0,61.72580645,84.0,43.0,67.95,91.0,52.0,71.82258065,92.0,51.0,70.79032258,90.0,45.0,69.1,91.0,30.0,54.41935484,80.0,8.0,42.98333333,73.0,15.0,38.93548387,61.0,811.0,6213.0,41.8,43.8,305.0,49.463962826756756,94.0,56.0,36.0,20.0,65.0,3.0,0,0,330.0,340.0,17.400000000000002,106.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,0,6,95.19929092970418,85.75523889289686,69.44153144517772,-10.0,92.0,28.682096162899068,-0.4191558413145471,-10.0,61.0,23.891961085555554,24.167461919237873,-0.10985176560661396,-6.0,84.0,49.122461171111105,29.048199000855327,-0.6328252752291499,43.0,92.0,69.95143369222222,92.0,92.0,8.0,91.0,54.83363201888889,26.273318980273196,-0.42988211689687444,67.58333333333333,517.75,14063490.0,0.2275132275132275
46406,2.0,68000.0,1927.0,63.142857142857146,3.4,13.0,37.32258065,62.0,20.0,40.87931034,62.0,25.0,50.93548387,78.0,38.0,54.76666667,88.0,49.0,65.09677419,89.0,51.0,70.98333333,94.0,61.0,78.75806452,100.0,61.0,76.69354839,91.0,53.0,68.8,91.0,38.0,58.04838710000001,78.0,31.0,43.86666667,66.0,28.0,41.46774194,62.0,1277.0,3978.0,38.51,9.6,10.0,58.75634264567568,22.0,5.0,0.0,0.0,72.0,17.0,0,0,1.0,1.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1,27,87.48101164509963,80.24095741149327,83.8785215244993,13.0,100.0,22.05943519058774,-0.06481568040189688,13.0,62.0,40.741070325555555,18.473472062681697,-0.0906434880831872,25.0,89.0,59.75543608111111,22.11897385154872,-0.008389770539664219,51.0,100.0,76.04832736,100.0,100.0,31.0,91.0,58.635005974444454,19.428601207498552,0.2042983024162746,106.41666666666667,331.5,231200.0,18.571428571428573
42304,5.0,60711.0,1930.0,73.0,25.6,8.0,29.85483871,56.0,2.0,23.94642857,43.0,12.0,38.09677419,62.0,32.0,54.25,80.0,48.0,68.51612903,88.0,50.0,71.18333333,90.0,64.0,78.79032258,96.0,63.0,78.96774194,95.0,56.0,74.45,97.0,35.0,58.04838710000001,78.0,32.0,52.78333333,74.0,34.0,50.77419355,72.0,1581.0,4460.0,40.97,49.1,463.0,56.851272939729725,63.0,34.0,9.0,0.0,106.0,12.0,0,0,330.0,340.0,18.3,148.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1,27,87.48101164509963,80.24095741149327,83.8785215244993,2.0,97.0,24.77556576727112,-0.3503520957298711,2.0,72.0,35.50838453666667,22.605732720587138,0.01401002521168115,12.0,88.0,53.651433691111116,24.089934638076095,-0.2720896862236899,50.0,96.0,76.32682198333333,96.0,96.0,32.0,97.0,61.92019115888888,21.05204076793168,0.0643207311362598,131.75,371.6666666666667,1554201.6,2.8515625
38598,4.0,54000.0,1929.0,10.0,3.4,4.0,28.59677419,58.0,9.0,31.625,56.0,13.0,37.66129032,66.0,31.0,52.33333333,77.0,49.0,64.0,86.0,55.0,72.45,89.0,63.0,76.14516129,91.0,61.0,74.51612903,90.0,52.0,69.73333333,92.0,42.0,59.62903226,77.0,22.0,45.3,69.0,24.0,40.51612903,65.0,1128.0,4875.0,53.79,50.0,377.0,55.35155547675676,66.0,24.0,7.0,0.0,75.0,4.0,0,0,1.0,1.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1,27,87.48101164509963,80.24095741149327,83.8785215244993,4.0,92.0,23.6438079364144,-0.41413833075127954,4.0,65.0,35.19310035777778,21.53626016604291,-0.04107165682324514,13.0,86.0,52.88829151666667,23.158713667939807,-0.30529300158610234,55.0,91.0,74.67903225777778,91.0,91.0,22.0,92.0,58.74026284333334,20.984169495842664,-0.20401343285659188,94.0,406.25,183600.0,2.9411764705882355
33635,3.0,108000.0,1945.0,54.71428571428572,15.2,11.0,35.08064516,61.0,17.0,33.91071429,55.0,27.0,40.14516129,59.0,33.0,52.98333333,82.0,42.0,62.79032258,90.0,53.0,72.65,92.0,64.0,79.83870968,98.0,59.0,74.59677419,90.0,47.0,67.86666667,96.0,40.0,60.19354839,86.0,23.0,45.25,70.0,19.0,38.54838710000001,71.0,1272.0,4670.0,46.32,29.6,64.0,56.873069668918916,50.0,11.0,0.0,0.0,75.0,11.0,0,0,1.0,1.0,1.0,93.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0,38,87.48101164509963,85.75523889289686,126.70429519704227,11.0,98.0,23.549610898142628,-0.056041303768470385,11.0,71.0,37.94886072777778,20.807216541637715,0.31492930111155165,27.0,90.0,54.32431302222222,21.471822603795815,0.5274832243900417,53.0,98.0,75.89838709666667,98.0,98.0,23.0,96.0,59.47891278444445,23.1490837251181,0.10834429217108878,106.0,389.1666666666667,1641600.0,3.5996240601503766
